City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
438,Khromtau,KZ,60.8,50.25,58.43,Придорожный сервис Кең Дала
439,Freeport,US,72.0,40.66,-73.58,The Freeport Inn and Marinad
440,Mlonggo,ID,87.8,-6.53,110.7,Asia Metal Art
442,Turukhansk,RU,66.65,65.82,87.98,"ООО ""Туруханская пушнина"""
443,Raga,SS,71.28,8.46,25.68,
444,Falun,SE,64.99,60.6,15.63,Clarion Collection Hotel Bergmästaren
445,Kotelnikovo,RU,77.94,47.63,43.15,7 Kings
447,Compuertas,MX,78.01,25.45,-108.35,Panteón El Pitahayal
448,Saurimo,AO,50.9,-9.66,20.39,Hotel Kawissa Saurimo
449,North Battleford,CA,50.0,52.78,-108.28,Tropical Inn
450,Port-Gentil,GA,74.39,-0.72,8.78,Fengshui Residence
452,Shushary,RU,63.0,59.81,30.38,Crowne Plaza St. Petersburg Airport
453,Istanbul,TR,72.0,41.04,28.98,The Marmara Taksim
454,Chardara,KZ,89.44,41.25,67.97,Жанаргул
457,Ahuimanu,US,87.8,21.44,-157.84,Paradise Bay Resort
458,Gemlik,TR,69.8,40.43,29.16,Atamer Doga Resort
459,Mahebourg,MU,73.4,-20.41,57.7,Shandrani Beachcomber Resort & Spa
461,Hastings,GB,52.0,50.86,0.57,Zanzibar Hotel
462,San Quintin,MX,63.73,30.48,-115.95,Old Mill Hotel
465,Tomatlan,MX,78.84,19.93,-105.25,Norma franco
466,Marzuq,YE,89.17,14.4,46.47,
467,Moron,AR,53.01,-34.65,-58.62,Hotel Morón
470,Abu Kamal,SY,85.8,34.45,40.92,
471,Balakhninskiy,RU,77.36,58.01,114.28,
472,Sol-Iletsk,RU,62.65,51.16,54.99,Raduzhnaya
475,Fare,PF,77.34,-16.7,-151.02,Maitai Lapita Village Huahine
477,Carutapera,BR,74.8,-1.2,-46.02,Lidera
479,Ostersund,SE,60.8,63.18,14.64,Best Western Hotel Gamla Teatern
481,Magdagachi,RU,52.18,53.45,125.8,Motopolyana Magdagachi
483,Bereda,ES,54.0,43.27,-7.54,Pazo de Verdes
485,Altay,CN,59.18,47.87,88.12,Jinqiao Hotel
487,Clermont,FR,52.0,49.5,2.42,"gîte"" Le Manoir Enchanté"" de Mme Doumayrou"
488,Garowe,SO,82.38,8.41,48.48,Curubo Hotel
490,Rorvik,NO,68.0,64.86,11.24,Hagaheim Seafishing
492,Peetri,EE,64.0,59.39,24.81,Ülemiste Hotel
493,Lesnoy,RU,55.58,57.62,63.08,
495,Erzin,TR,73.99,36.96,36.2,Artemis Otel
497,Cabedelo,BR,74.89,-6.98,-34.83,Lua Mansa Pousada
498,Shestakovo,RU,82.11,56.49,103.96,
499,Ilinskiy,RU,64.0,55.62,38.12,"КРЕАТОВО, инновационный центр"
501,Esperance,AU,57.2,-33.87,121.9,Hospitality Esperance
502,Estelle,US,81.0,29.85,-90.11,Comfort Inn Marrero - New Orleans West
503,Boende,CD,71.69,-0.22,20.87,
505,Margate,GB,59.0,51.38,1.39,Premier Inn Margate hotel
506,Luganville,VU,80.6,-15.53,167.17,The Espiritu Hotel
507,Itupiranga,BR,75.2,-5.13,-49.33,JAIRO ORLINDO VIEIRA
510,Ilhabela,BR,73.11,-23.78,-45.36,Ilha Flat Hotel
511,Prince Rupert,CA,53.6,54.32,-130.32,Crest Hotel
513,Boddam,GB,50.0,57.47,-1.78,Palace Hotel
514,Bratsk,RU,80.6,56.13,101.61,Shvedka
515,Kruisfontein,ZA,50.58,-34.0,24.73,Oyster Bay House Rental
516,Superior,US,57.99,46.72,-92.1,Holiday Inn Express & Suites Superior - Duluth Area
517,Flinders,AU,60.01,-34.58,150.86,Shellharbour Resort & Conference Centre
518,Alice,US,82.4,27.75,-98.07,Holiday Inn Express & Suites Alice
519,Port Moresby,PG,84.2,-9.44,147.18,Lamana Hotel
520,Port Blair,IN,86.97,11.67,92.75,Hotel Sentinel
521,Rio Grande,BR,61.0,-32.03,-52.1,Swan Express Rio Grande
522,Rockland,US,72.0,41.17,-74.05,National Camp Association
523,Lata,PT,63.0,40.16,-8.33,Casa Maquia
524,Codajas,BR,74.14,-3.84,-62.06,Hotel Tamires
525,Bilibino,RU,80.35,68.05,166.44,Gostinitsa Severyanka
527,Sairang,IN,89.6,23.8,92.67,Aboiha Cottage
528,Atambua,ID,82.74,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
529,Bose,IT,69.01,45.46,8.01,Locanda Borgo Antico
530,Sulangan,PH,86.04,11.14,123.72,Maia's Beach Resort
531,Tevaitoa,PF,77.47,-16.78,-151.5,Hôtel Raiatea Lodge
533,Koungheul,SN,84.92,13.98,-14.8,
536,Hami,CN,80.15,42.8,93.45,Laoyutang Resort
537,Payson,US,75.2,40.04,-111.73,Quality Inn Payson I-15
538,Rock Sound,BS,81.7,24.9,-76.2,Rock Sound Club
539,Lasa,IT,55.99,46.62,10.7,Pension Feldgärtenhof
540,Dawei,MM,89.91,14.08,98.2,Hotel Dawei
543,Batagay-Alyta,RU,83.23,67.8,130.41,
544,Hirara,JP,87.8,24.8,125.28,Hotel Atoll Emerald Miyakojima
545,Lalibela,ET,63.12,12.03,39.03,Honey Land Hotel Lalibela
546,Agadez,NE,79.81,19.75,10.25,
547,Dudinka,RU,64.4,69.41,86.18,Hotel Viktoria
548,Maningrida,AU,83.7,-12.07,134.27,Dhukurrdji Lodge
549,Emborion,GR,62.6,40.48,21.55,Villa Kastanodasos
550,Maiduguri,NG,80.2,11.85,13.16,College of Nursing & Midwifery Female's Hostel
552,Bozoum,CF,66.67,6.32,16.38,
553,San Ramon,US,64.0,37.78,-121.98,San Ramon Marriott
